,Date,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
0,1499990400000,0.08000000,0.09103300,0.08000000,0.09099300,1942.05700000,1500076799999,170.23852396,1994,1076.40500000,94.82527222,22262.26697743
1,1500076800000,0.09099300,0.09369900,0.08712700,0.08763500,4013.06600000,1500163199999,363.03178785,4623,2250.31800000,203.54149755,22275.36801826
2,1500163200000,0.08750800,0.08763500,0.07559100,0.08224100,8904.15800000,1500249599999,722.21248196,8137,5557.57500000,450.34388688,22295.47295841
3,1500249600000,0.08236800,0.08839400,0.08169900,0.08753700,6650.93300000,1500335999999,568.24653804,7639,3859.48500000,329.66875309,22165.74281157
4,1500336000000,0.08783100,0.10906800,0.08477700,0.10773200,7245.74100000,1500422399999,674.49785037,8121,4202.05500000,393.11140275,22505.62469176
5,1500422400000,0.10773200,0.10873200,0.08429000,0.08685300,7384.97600000,1500508799999,723.00911562,8314,4794.26200000,468.26023838,22694.83280054
6,1500508800000,0.08714400,0.09525200,0.07498200,0.08050900,6395.16000000,1500595199999,564.01770441,6535,4266.26100000,375.19828457,22680.25672156
7,1500595200000,0.08038300,0.08751100,0.07963500,0.08158100,7434.38900000,1500681599999,618.20894652,7839,4604.94700000,382.99257488,22725.62782143
8,1500681600000,0.08158600,0.08473300,0.07985600,0.08247400,7979.89900000,1500767999999,651.60703581,8841,4460.35800000,364.37225928,22661.58158102
9,1500768000000,0.08231200,0.08456000,0.08141700,0.08353300,6340.79900000,1500854399999,527.55598124,7032,3714.15200000,309.05616001,22494.29294971
10,1500854400000,0.08343800,0.08397300,0.08226500,0.08316100,7380.24400000,1500940799999,612.72702417,8346,3931.11600000,326.44455142,22474.16443102
11,1500940800000,0.08314900,0.08314900,0.07548200,0.07965400,7845.03200000,1501027199999,634.98369428,8099,4588.86500000,371.28600482,22508.98528992
12,1501027200000,0.07967600,0.08117200,0.07761000,0.07989200,7496.73800000,1501113599999,599.43177658,8700,4326.59700000,345.79967266,25796.90357168
13,1501113600000,0.07981500,0.08186700,0.07705900,0.07744900,8311.20600000,1501199999999,667.17746185,9001,4442.54300000,356.68582013,25618.59992375
14,1501200000000,0.07705900,0.07785900,0.06682700,0.06880200,11013.82400000,1501286399999,790.35738935,11121,5919.01600000,425.02549738,25589.59179554
15,1501286400000,0.06879700,0.07681400,0.06433500,0.07577300,14305.36900000,1501372799999,982.45449195,13734,7259.96600000,498.44887227,25845.85312057
16,1501372800000,0.07600900,0.07668400,0.06987600,0.07010900,12989.76500000,1501459199999,952.07968700,13038,6641.97700000,486.80260453,25973.49745228
17,1501459200000,0.07040600,0.07334100,0.06759000,0.07248400,12029.45000000,1501545599999,857.24421228,12674,6058.30400000,431.74541787,25543.75751672
18,1501545600000,0.07245900,0.08526000,0.07237000,0.08356800,13623.22700000,1501631999999,1070.58897241,12474,6716.24300000,527.65028424,25752.88474734
19,1501632000000,0.08356800,0.08496700,0.07963000,0.08016000,13678.63000000,1501718399999,1115.12601961,13297,6878.69000000,560.98509007,26180.31477711
20,1501718400000,0.08016800,0.08379500,0.07827700,0.07896500,11389.11600000,1501804799999,919.31447250,12318,5792.35800000,467.60784097,26410.13557257
21,1501804800000,0.07896500,0.08071000,0.07633200,0.07647500,12523.98500000,1501891199999,981.51828688,13124,6230.74300000,488.40851988,26198.63722539
22,1501891200000,0.07656300,0.07932200,0.07132500,0.07916000,12348.25500000,1501977599999,944.28885525,12351,6213.19400000,474.98887142,25982.58680144
23,1501977600000,0.07916000,0.08315100,0.07851000,0.08102900,13069.28400000,1502063999999,1052.56125721,13121,6764.02500000,544.75007561,27058.31831125
24,1502064000000,0.08102900,0.08247500,0.07954700,0.08117100,13667.77500000,1502150399999,1107.69611104,13657,6659.37200000,539.81376919,27612.02406809
25,1502150400000,0.08117100,0.08744400,0.07800000,0.08529600,14885.59200000,1502236799999,1225.48669378,12549,7767.23100000,638.81585555,28678.11662089
26,1502236800000,0.08533100,0.09357800,0.08037200,0.08315900,15503.61300000,1502323199999,1367.06462099,13223,7853.82700000,692.24501656,29912.24292863
27,1502323200000,0.08330300,0.09092000,0.08248900,0.08446600,16483.65500000,1502409599999,1447.36742932,14600,7863.00400000,690.44771889,32608.72402079
28,1502409600000,0.08461300,0.08717800,0.08316700,0.08494100,18017.65500000,1502495999999,1536.48833639,19466,8574.35000000,731.14751485,34582.06809818
29,1502496000000,0.08495000,0.08760100,0.08001000,0.08016300,15210.94600000,1502582399999,1274.94670235,15661,7546.02500000,632.38789867,35841.98655465
30,1502582400000,0.08018200,0.08045900,0.06800700,0.07382400,20955.91500000,1502668799999,1533.75840576,20875,10336.51000000,755.85995852,40432.13669564
31,1502668800000,0.07385000,0.07991100,0.06853500,0.07089900,28508.69000000,1502755199999,2068.81079592,29214,12371.91300000,895.36873599,46793.27165270
32,1502755200000,0.07089900,0.07520000,0.06616100,0.06939500,28889.16500000,1502841599999,2022.91292395,22507,12518.13100000,876.20248789,45076.38797677
33,1502841600000,0.06939500,0.07666900,0.06831000,0.06974300,22035.26900000,1502927999999,1572.47841719,21235,9693.43900000,691.48619731,46333.43537881
34,1502928000000,0.06973500,0.07225400,0.06807700,0.07047900,24002.43100000,1503014399999,1686.62915217,21902,11539.09200000,810.81256560,50579.87228839
35,1503014400000,0.07047900,0.07300500,0.06956500,0.07143300,29861.75600000,1503100799999,2119.47248450,24863,13550.89800000,961.63183257,55329.57432378
36,1503100800000,0.07118700,0.07374100,0.06992500,0.07003600,19918.66500000,1503187199999,1423.13687305,17925,9557.49600000,683.21015383,58005.17104565
37,1503187200000,0.07034700,0.07300000,0.06900000,0.07219800,22530.29400000,1503273599999,1604.55621322,25211,10076.75100000,718.12849409,60299.06615403
38,1503273600000,0.07219800,0.08865800,0.07150900,0.08052000,48283.41600000,1503359999999,3853.92734961,38628,23734.14000000,1891.11375598,66203.84022245
39,1503360000000,0.08068800,0.08450000,0.07001000,0.07682500,42660.05000000,1503446399999,3403.45228003,37676,20201.66300000,1614.02561432,66821.52067468
40,1503446400000,0.07679400,0.07968900,0.07416400,0.07706000,41661.39200000,1503532799999,3190.72741408,39489,20838.57100000,1595.23480397,76587.70953099
41,1503532800000,0.07706000,0.07864900,0.07456700,0.07533900,44430.69200000,1503619199999,3397.32062849,32387,22261.02600000,1701.70345517,102226.34289434
42,1503619200000,0.07530200,0.07790000,0.07474200,0.07658700,35690.37700000,1503705599999,2730.55917422,27997,18864.97100000,1443.15919576,106332.85796088
43,1503705600000,0.07659300,0.07870800,0.07526900,0.07664700,31475.75200000,1503791999999,2413.90019830,21898,16968.25600000,1301.70908479,92462.65806951
44,1503792000000,0.07664700,0.08260000,0.07537700,0.08043600,36949.12700000,1503878399999,2863.88871942,27862,20213.33400000,1567.03995873,88406.05374074
45,1503878400000,0.08064900,0.08188400,0.07850100,0.07963200,28745.66800000,1503964799999,2298.99136802,22410,15654.07100000,1252.20986331,82902.92984582
46,1503964800000,0.07963200,0.08440200,0.07903700,0.08155100,32574.22100000,1504051199999,2646.16066127,27038,17225.96900000,1399.18224611,85024.54473430
47,1504051200000,0.08155100,0.08508500,0.08077600,0.08420000,30766.05900000,1504137599999,2552.04532987,26521,16740.83500000,1388.52362344,84593.83335425
48,1504137600000,0.08403200,0.08419800,0.08159800,0.08196700,26520.59800000,1504223999999,2195.58416369,21821,13622.22400000,1127.83984406,82026.24194321
49,1504224000000,0.08196700,0.08440800,0.08001500,0.08084900,28097.57200000,1504310399999,2304.83350874,28007,15142.46200000,1242.62642507,84919.76768269
50,1504310400000,0.08084900,0.08274000,0.07386100,0.07639600,32502.56600000,1504396799999,2516.50876939,33563,16709.19700000,1293.33206464,87519.78442451
51,1504396800000,0.07639600,0.07886000,0.07374000,0.07593800,42102.84200000,1504483199999,3203.02652891,44358,22606.97700000,1721.13317990,88087.12404857
52,1504483200000,0.07603100,0.07607100,0.06500000,0.07032000,50413.57100000,1504569599999,3570.09857989,45840,26631.60200000,1883.86810144,77119.81932553
53,1504569600000,0.07027600,0.07215400,0.06565500,0.07178800,41673.10700000,1504655999999,2918.42712289,42865,23435.54900000,1641.34168729,82323.90789166
54,1504656000000,0.07178800,0.07387100,0.07095400,0.07282100,34711.43600000,1504742399999,2515.95803224,35794,18612.11400000,1349.61189515,84763.06977404
55,1504742400000,0.07282100,0.07299000,0.06500000,0.07160000,16057.51800000,1504828799999,1144.17562648,16711,7059.14300000,504.19017142,82526.80962161
56,1504828800000,0.07160000,0.07251000,0.06555000,0.07024600,22241.96300000,1504915199999,1562.36501504,22229,8979.83300000,633.68242467,79848.59094656
57,1504915200000,0.07024600,0.07167800,0.06803300,0.07015100,8597.58500000,1505001599999,599.01824029,8863,3735.54000000,260.75655268,74712.70835115
58,1505001600000,0.07010000,0.07110000,0.06818100,0.07012700,7873.98500000,1505087999999,548.59164025,8966,3221.93200000,224.96899707,72108.07698301
59,1505088000000,0.07059900,0.07199800,0.06875500,0.07063000,7460.72200000,1505174399999,524.55179229,10344,3026.37300000,213.34400718,70010.65222023
60,1505174400000,0.07060000,0.07278400,0.06800000,0.07060000,14505.75300000,1505260799999,1030.41483522,18056,6932.20600000,494.14967517,70070.60153339
61,1505260800000,0.07076300,0.07149800,0.06735600,0.07146800,7572.94800000,1505347199999,529.43032284,9717,3228.55300000,226.27556086,67083.54240680
62,1505347200000,0.07139800,0.07150900,0.06710100,0.06876500,11387.59600000,1505433599999,792.61883382,14244,4862.79800000,339.10360899,67291.11800887
63,1505433600000,0.06804700,0.07100000,0.06500000,0.06951200,10770.27800000,1505519999999,742.29486288,14219,5117.55100000,353.61324964,64252.91009631
64,1505520000000,0.06951900,0.07003600,0.06673900,0.06831500,8247.26300000,1505606399999,567.93957323,9351,3773.40400000,260.14301168,63644.31507206
65,1505606400000,0.06837200,0.07048800,0.06723400,0.06984800,4193.77800000,1505692799999,288.40907718,5293,2183.43400000,150.38883452,61101.13737514
66,1505692800000,0.06984800,0.07591300,0.06961500,0.07310000,5846.33200000,1505779199999,427.76936565,8877,2665.64400000,195.20530668,60397.47132269
67,1505779200000,0.07304500,0.07352300,0.07180000,0.07252500,8900.48500000,1505865599999,644.48417376,12928,4668.93600000,338.30472817,60344.73955280
68,1505865600000,0.07245400,0.07340000,0.07180000,0.07334500,16794.26200000,1505951999999,1218.21445515,20443,8133.19100000,589.93719961,60239.65020019
69,1505952000000,0.07334500,0.07379900,0.07056500,0.07141000,24583.89900000,1506038399999,1786.32644351,20774,11813.32400000,858.12250098,60609.52923576
70,1506038400000,0.07141000,0.07296400,0.07100000,0.07296400,24350.63500000,1506124799999,1754.98888389,21630,11599.35700000,835.65823386,63316.93684299
71,1506124800000,0.07287400,0.07569400,0.07196400,0.07555700,23028.20000000,1506211199999,1693.76539937,21738,10956.60200000,805.17986557,62508.86990743
72,1506211200000,0.07555600,0.07799800,0.07539800,0.07712300,28776.60600000,1506297599999,2214.74545149,22889,14109.83800000,1085.80294784,62729.13499539
73,1506297600000,0.07718400,0.07730000,0.07452700,0.07517400,34549.32100000,1506383999999,2626.33423195,23656,18240.62500000,1386.89635098,64184.33111866
74,1506384000000,0.07517300,0.07595000,0.07339200,0.07449100,35669.83100000,1506470399999,2658.01527455,28488,18946.07400000,1412.10550441,71142.64377362
75,1506470400000,0.07449200,0.07473100,0.07197700,0.07344500,44263.08100000,1506556799999,3244.84779012,33430,23669.17200000,1735.73878839,74084.88778690
76,1506556800000,0.07346500,0.07370000,0.07150900,0.07250900,52476.40200000,1506643199999,3807.32971704,46234,28181.11300000,2045.52277031,82349.71463412
77,1506643200000,0.07250700,0.07259000,0.06901500,0.07091000,40578.60100000,1506729599999,2864.26565857,40812,20067.43000000,1417.59131521,81911.33521906
78,1506729600000,0.07087800,0.07330000,0.06940100,0.07006200,37140.80600000,1506815999999,2622.79601338,41460,17491.19700000,1236.54940711,88439.42297005
79,1506816000000,0.07018100,0.07148400,0.06810900,0.06910500,38693.37700000,1506902399999,2694.17980938,41213,18853.07200000,1313.43391925,96631.95210275
80,1506902400000,0.06910400,0.06929900,0.06650000,0.06865800,40647.55500000,1506988799999,2757.77106947,43929,19212.46300000,1304.60085814,99017.43727554
81,1506988800000,0.06829000,0.06902000,0.06680800,0.06801600,37219.45700000,1507075199999,2534.36735403,40039,17851.87100000,1216.21148075,92956.98811034
82,1507075200000,0.06775000,0.07063300,0.06747700,0.06924900,34536.24700000,1507161599999,2386.78784377,39480,16859.76900000,1166.04437927,91864.85861871
83,1507161600000,0.06914700,0.07022300,0.06766600,0.06850900,27871.84900000,1507247999999,1921.11897596,30952,13261.81100000,914.70615244,93082.83738569
84,1507248000000,0.06850900,0.07106200,0.06797600,0.07098600,31667.56400000,1507334399999,2180.85885835,35870,15354.83100000,1057.84843024,94556.00390113
85,1507334400000,0.07077900,0.07223900,0.06973300,0.07036500,28812.37000000,1507420799999,2042.98486052,30914,13238.38900000,939.21389176,95683.00059248
86,1507420800000,0.07026200,0.07062000,0.06655400,0.06705300,35998.51600000,1507507199999,2477.45900959,38955,16535.46000000,1139.12579324,96050.49409454
87,1507507200000,0.06696400,0.06745700,0.05851600,0.06215000,46465.45000000,1507593599999,2955.49171420,56350,21264.64300000,1353.95624997,96362.85524303
88,1507593600000,0.06231600,0.06650100,0.05996300,0.06303800,44208.70400000,1507679999999,2741.74387073,51831,21086.99400000,1308.46934214,99012.02097600
89,1507680000000,0.06304700,0.06411700,0.06165100,0.06306500,30902.73400000,1507766399999,1946.11810028,32973,15534.61300000,978.37021485,100696.50159612
90,1507766400000,0.06306400,0.06350000,0.05574800,0.05576300,39216.60000000,1507852799999,2330.92951822,36822,18577.16700000,1105.49581427,98285.65411766
91,1507852800000,0.05576300,0.06249600,0.05108400,0.06001700,58977.00600000,1507939199999,3386.47475753,47101,25687.13000000,1475.15634351,108307.77799359
92,1507939200000,0.06001900,0.06210000,0.05743100,0.05867900,26992.22200000,1508025599999,1622.88547018,21761,12720.88800000,765.41827140,111142.48347250
93,1508025600000,0.05867900,0.06099900,0.05741300,0.05928100,28566.59600000,1508111999999,1687.42206852,22613,13870.28000000,820.13002793,111022.00575221
94,1508112000000,0.05910700,0.06216600,0.05772100,0.05829400,33150.29700000,1508198399999,1991.54422185,29094,17154.46200000,1031.05681138,113985.11169272
95,1508198400000,0.05802600,0.06034800,0.05583800,0.05661200,24987.90000000,1508284799999,1439.04071608,21985,12227.85100000,705.03856511,121257.73258030
96,1508284800000,0.05661200,0.05734100,0.05539800,0.05616100,27764.70500000,1508371199999,1565.22208092,24718,13244.16500000,747.43506104,123470.94593511
97,1508371200000,0.05629900,0.05652700,0.05320000,0.05388600,26329.59400000,1508457599999,1438.77918081,24259,13517.84500000,739.96057246,124127.45839721
98,1508457600000,0.05388600,0.05449900,0.04954700,0.05051100,33404.44500000,1508543999999,1757.47304480,28392,15655.18200000,824.96590135,123882.13026971
99,1508544000000,0.05050300,0.05122500,0.04705000,0.04995400,29712.01700000,1508630399999,1453.50711148,22300,14414.56400000,704.77948875,123127.52882388
100,1508630400000,0.04995400,0.05160000,0.04890400,0.04897300,24111.20500000,1508716799999,1207.39385901,21104,11951.53800000,598.99207104,121760.76341013
101,1508716800000,0.04933600,0.04937500,0.04717700,0.04783900,33580.72400000,1508803199999,1624.06189099,24487,16737.00500000,810.13468362,125082.04163325
102,1508803200000,0.04785200,0.05600000,0.04718400,0.05370900,43723.84500000,1508889599999,2335.69406199,35218,21051.54300000,1124.26437690,126854.43540945
103,1508889600000,0.05371200,0.05415400,0.05157200,0.05179400,26376.61800000,1508975999999,1404.04563572,19740,11500.89700000,613.13258203,125542.11511266
104,1508976000000,0.05179400,0.05239500,0.04950900,0.05008900,23839.18200000,1509062399999,1212.37656977,20799,10509.38100000,534.10794137,125015.67905729
105,1509062400000,0.05031100,0.05184900,0.04950000,0.05131900,24822.76000000,1509148799999,1259.20799934,20815,11892.43200000,604.07281683,124973.01333668
106,1509148800000,0.05132200,0.05185900,0.05045100,0.05115400,22713.12300000,1509235199999,1161.88843763,19470,12000.52200000,614.13420818,125258.48079811
107,1509235200000,0.05119900,0.05396500,0.04844800,0.04965000,32926.86700000,1509321599999,1692.49072668,27499,14937.07800000,769.00463573,125571.89318978
108,1509321600000,0.04936400,0.05120000,0.04936400,0.04989900,28009.72100000,1509407999999,1403.62453565,24322,13464.29700000,675.54366611,131298.78341356
109,1509408000000,0.04997700,0.05057600,0.04681000,0.04700100,31924.01500000,1509494399999,1563.89735416,30246,14975.88200000,734.64161265,132027.26666399
110,1509494400000,0.04700100,0.04769000,0.04229600,0.04276600,44203.96300000,1509580799999,2028.27949209,40271,21587.32500000,990.58819784,136742.86382963
111,1509580800000,0.04279700,0.04317700,0.03758900,0.04028700,60117.45700000,1509667199999,2457.05843823,49606,28997.50400000,1186.19694590,141653.48167664
112,1509667200000,0.04048800,0.04395100,0.03940100,0.04266600,48031.89400000,1509753599999,1959.36265397,40705,22659.39700000,925.17261378,147417.10443676
113,1509753600000,0.04266100,0.04308400,0.03975500,0.04057500,34727.41800000,1509839999999,1438.70965152,33201,14820.59400000,614.46356359,149491.74328532
114,1509840000000,0.04053500,0.04098100,0.03881500,0.04014700,34433.00800000,1509926399999,1373.39796019,30630,14839.51400000,592.37912464,163794.63009765
115,1509926400000,0.04014000,0.04350000,0.03985600,0.04264100,44094.71500000,1510012799999,1819.81961251,35402,21225.42100000,876.59127880,157485.37350833
116,1510012800000,0.04264300,0.04292600,0.04050000,0.04104900,41768.58300000,1510099199999,1740.86030850,37882,20266.04200000,845.13956879,163370.12620204
117,1510099200000,0.04113300,0.04619400,0.03850000,0.04142100,74381.69500000,1510185599999,3089.33245632,55893,33009.03800000,1371.39533512,170293.23529459
118,1510185600000,0.04160000,0.04624900,0.04129000,0.04487100,60221.85800000,1510271999999,2651.70357017,45602,28007.27800000,1234.11320351,182606.27147864
119,1510272000000,0.04496600,0.04669200,0.04320700,0.04554900,63603.57900000,1510358399999,2846.69713019,37677,26960.70500000,1207.42478583,184373.23549784
120,1510358400000,0.04517900,0.05148000,0.04408800,0.04964900,66270.63300000,1510444799999,3125.21060067,44089,30692.19400000,1447.68323732,189047.13995797
121,1510444800000,0.04957900,0.05400000,0.04520000,0.05203800,198379.99100000,1510531199999,9971.30599790,159519,96816.11000000,4873.09992681,194784.51476628
122,1510531200000,0.05209400,0.05466100,0.04637800,0.04841700,83870.87000000,1510617599999,4174.80184901,46921,40329.32500000,2007.29504515,193411.39559092
123,1510617600000,0.04832900,0.05249900,0.04727000,0.05109500,84058.24600000,1510703999999,4169.40607711,51914,40181.81300000,1990.41297922,210416.64859479
124,1510704000000,0.05099000,0.05106300,0.04500000,0.04553500,63916.46500000,1510790399999,3047.04944197,40407,27855.46700000,1327.90567608,210061.72753020
125,1510790400000,0.04553500,0.04650000,0.04100100,0.04200600,85567.96700000,1510876799999,3771.53634378,47098,37671.84500000,1662.13683502,208793.34295029
126,1510876800000,0.04200200,0.04373800,0.04091400,0.04290200,80997.40400000,1510963199999,3425.14594844,43910,36283.83600000,1536.09131277,204195.19355885
127,1510963200000,0.04314900,0.04499900,0.04260000,0.04462500,79642.10300000,1511049599999,3456.70894221,40917,35684.90000000,1550.09910367,209185.67909234
128,1511049600000,0.04467200,0.04883600,0.04281800,0.04396900,94360.63100000,1511135999999,4301.99118411,47540,43707.78200000,1990.85914789,223647.70668788
129,1511136000000,0.04396900,0.04561000,0.04367300,0.04471500,101306.07800000,1511222399999,4508.66744891,56593,50613.39800000,2253.57963145,227357.06576793
130,1511222400000,0.04470900,0.04639400,0.04400000,0.04467300,99497.47200000,1511308799999,4458.59936277,57055,44714.12400000,2005.03508040,236531.49066778
131,1511308800000,0.04467300,0.04676700,0.04410000,0.04635200,120872.04700000,1511395199999,5410.60347758,74964,58518.92700000,2621.25172994,252955.66138206
132,1511395200000,0.04631700,0.05235700,0.04575000,0.05075000,154931.30900000,1511481599999,7548.51849349,93406,73822.96500000,3599.87157706,268877.25536221
133,1511481600000,0.05084100,0.05850100,0.04785100,0.05765000,143892.12400000,1511567999999,7580.70169051,105033,66470.79500000,3501.85737887,261817.15191048
134,1511568000000,0.05765000,0.05940100,0.05275000,0.05275000,105104.05100000,1511654399999,5838.54042820,99420,48228.94400000,2679.22652621,263724.70692730
135,1511654400000,0.05280200,0.05290500,0.04780000,0.05070400,106260.85900000,1511740799999,5382.82817640,98778,51437.46100000,2604.23900176,264872.45071353
136,1511740800000,0.05069700,0.05120000,0.04840900,0.04889700,103023.74600000,1511827199999,5106.62221425,132736,47519.19500000,2355.81118306,260705.71717783
137,1511827200000,0.04889600,0.04947800,0.04614400,0.04703600,106882.32900000,1511913599999,5107.63534604,96044,48680.84800000,2325.99948087,258884.67559160
138,1511913600000,0.04699000,0.04788700,0.04293900,0.04341400,178814.92600000,1511999999999,8077.88434759,130789,84381.54200000,3812.61700879,259504.35194055
139,1512000000000,0.04337500,0.04460000,0.04250000,0.04365100,128643.98300000,1512086399999,5602.60073339,101225,66401.70200000,2892.08548122,270225.69708239
140,1512086400000,0.04368400,0.04432900,0.04227500,0.04239700,83006.12100000,1512172799999,3596.96984104,76803,40633.85900000,1761.03625471,269562.18933427
141,1512172800000,0.04239700,0.04270000,0.04160000,0.04197800,89215.30600000,1512259199999,3758.35169188,92378,43722.56800000,1842.25918823,264122.66674083
142,1512259200000,0.04193700,0.04237100,0.04041800,0.04114100,88525.84600000,1512345599999,3662.13413428,82078,42123.84800000,1743.34848460,270057.36612993
143,1512345600000,0.04115500,0.04131200,0.04007100,0.04018100,98930.81800000,1512431999999,4016.47696198,95553,47442.92500000,1926.88348071,278606.01147278
144,1512432000000,0.04018200,0.04036700,0.03830800,0.03875700,144245.02100000,1512518399999,5674.75665019,140350,71997.75200000,2832.13087024,307810.37312273
145,1512518400000,0.03871700,0.03885900,0.02940600,0.03039600,197234.69300000,1512604799999,6828.88106465,165713,100140.58600000,3469.86389275,324290.08086243
146,1512604800000,0.03039600,0.03205900,0.02425100,0.02456500,189629.16500000,1512691199999,5327.33271550,182840,95415.12100000,2679.62449423,310293.11559350
147,1512691200000,0.02456200,0.03200000,0.02312100,0.02785500,182157.58800000,1512777599999,5041.75047725,221640,91865.46000000,2525.90681808,317685.38202946
148,1512777600000,0.02786300,0.03490000,0.02725400,0.03131100,172054.66100000,1512863999999,5399.82876333,177815,86936.63600000,2723.23897148,344943.86873932
149,1512864000000,0.03131700,0.03289600,0.02788700,0.02869200,147319.08300000,1512950399999,4525.42022745,151851,77086.10200000,2366.49479366,346691.14620742
150,1512950400000,0.02869200,0.03120000,0.02674600,0.03070000,161365.03500000,1513036799999,4568.05001634,148398,81756.65900000,2313.56403768,352449.85730046
151,1513036800000,0.03070100,0.04000000,0.02977300,0.03800000,343528.14500000,1513123199999,11731.90530402,265861,159081.04700000,5418.00067975,396813.55146361
152,1513123200000,0.03800000,0.04424500,0.03605200,0.04281000,245846.14200000,1513209599999,9850.76234496,231326,120886.11400000,4838.95113108,413062.23910461
153,1513209600000,0.04281100,0.04650000,0.03960000,0.04154900,313120.51700000,1513295999999,13483.96662078,305154,149946.83900000,6444.86517394,498596.72595260
154,1513296000000,0.04155000,0.04166000,0.03350100,0.03857900,242164.91300000,1513382399999,9118.41046237,237823,122339.50000000,4601.40759313,469087.52809448
